"SeqNo";"Type";"DHID";"Parent";"Name";"Latitude";"Longitude";"MunicipalityCode";"Municipality";"DistrictCode";"District";"Condition";"State";"Description";"Authority";"DelfiName";"TariffDHID";"TariffName"
"317";"S";"de:09161:7418";"de:09161:7418";"Oberhaunstadt, Schulbus";"48,78976";"11,44026";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"318";"Q";"de:09161:7418:0:1";"de:09161:7418";"99";"48,78975";"11,44026";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"319";"S";"de:09161:7419";"de:09161:7419";"IN, ESV";"48,74537";"11,44252";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"320";"Q";"de:09161:7419:0:1";"de:09161:7419";"99";"48,74536";"11,44252";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"321";"S";"de:09161:7420";"de:09161:7420";"IN, Brückenkopf Parkstraße";"48,7592";"11,42871";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"322";"Q";"de:09161:7420:0:1";"de:09161:7420";"99";"48,7592";"11,42873";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"323";"S";"de:09161:7422";"de:09161:7422";"IN, Pionierkaserne";"48,75431";"11,44963";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"324";"Q";"de:09161:7422:0:1";"de:09161:7422";"1";"48,7544";"11,44937";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"325";"Q";"de:09161:7422:0:2";"de:09161:7422";"2";"48,75423";"11,44987";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"326";"S";"de:09161:7423";"de:09161:7423";"Ingolstadt, Marie-Curie-Str.";"48,78654";"11,4812";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"327";"Q";"de:09161:7423:0:1";"de:09161:7423";"1";"48,78654";"11,4812";"00000000";"-";"-";"-";"Unknown";"Unknown";"";"BEG";"-";"-";"-"
"328";"S";"de:09161:7427";"de:09161:7427";"Ingolstadt, Schollstraße";"48,7769";"11,45946";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"329";"Q";"de:09161:7427:0:1";"de:09161:7427";"1";"48,77691";"11,45946";"00000000";"-";"-";"-";"Unknown";"Unknown";"";"BEG";"-";"-";"-"
"330";"S";"de:09161:7428";"de:09161:7428";"IN, Frühlingstraße";"48,76617";"11,43747";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"331";"Q";"de:09161:1681:0:10";"de:09161:7428";"10";"48,7648";"11,43581";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"332";"Q";"de:09161:1681:0:20";"de:09161:7428";"20";"48,76493";"11,43614";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"333";"Q";"de:09161:1681:0:30";"de:09161:7428";"30";"48,7666";"11,43796";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"334";"Q";"de:09161:1681:0:40";"de:09161:7428";"40";"48,76665";"11,43789";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"335";"Q";"de:09161:1681:0:50";"de:09161:7428";"50";"48,7666";"11,43791";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"336";"Q";"de:09161:7428:0:1";"de:09161:7428";"1";"48,76635";"11,43746";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"337";"Q";"de:09161:7428:0:2";"de:09161:7428";"2";"48,76598";"11,43748";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"338";"S";"de:09161:7429";"de:09161:7429";"Ingolstadt, Tränktorstr.";"48,76135";"11,42631";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"339";"Q";"de:09161:7429:0:1";"de:09161:7429";"1";"48,76135";"11,42631";"00000000";"-";"-";"-";"Unknown";"Unknown";"";"BEG";"-";"-";"-"
"340";"S";"de:09161:7439";"de:09161:7439";"IN, Geibelstraße";"48,77207";"11,44743";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"341";"Q";"de:09161:7439:0:1";"de:09161:7439";"1";"48,77204";"11,44745";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"342";"Q";"de:09161:7439:0:10";"de:09161:7439";"10";"48,77171";"11,4458";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"343";"Q";"de:09161:7439:0:2";"de:09161:7439";"2";"48,77211";"11,44743";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"344";"Q";"de:09161:7439:0:20";"de:09161:7439";"20";"48,77243";"11,44471";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"345";"S";"de:09161:7484";"de:09161:7484";"Unterhaunstadt, Lentinger Str.";"48,78794";"11,45094";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"346";"Q";"de:09161:7484:0:1";"de:09161:7484";"1";"48,78801";"11,45096";"00000000";"-";"-";"-";"Unknown";"Unknown";"";"BEG";"-";"-";"-"
"347";"Q";"de:09161:7484:0:2";"de:09161:7484";"2";"48,78788";"11,45088";"00000000";"-";"-";"-";"Unknown";"Unknown";"";"BEG";"-";"-";"-"
"348";"S";"de:09161:7485";"de:09161:7485";"Ingolstadt, Am Kreuzäcker";"48,79552";"11,44607";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"349";"Q";"de:09161:7485:0:1";"de:09161:7485";"1";"48,79567";"11,44694";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"350";"Q";"de:09161:7485:0:2";"de:09161:7485";"2";"48,79531";"11,44525";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"351";"S";"de:09161:7510";"de:09161:7510";"Dünzlau, Mühlackerweg";"48,77772";"11,32316";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"352";"Q";"de:09161:7510:0:1";"de:09161:7510";"1";"48,77776";"11,32267";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"353";"Q";"de:09161:7510:0:10";"de:09161:7510";"10";"48,77764";"11,31955";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"354";"Q";"de:09161:7510:0:2";"de:09161:7510";"2";"48,77765";"11,3236";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"355";"Q";"de:09161:7510:0:20";"de:09161:7510";"20";"48,77764";"11,31935";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"356";"S";"de:09161:7515";"de:09161:7515";"Gerolfing, Langgässerstraße";"48,75568";"11,34466";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"357";"Q";"de:09161:7515:0:1";"de:09161:7515";"1";"48,75574";"11,34466";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"358";"Q";"de:09161:7515:0:2";"de:09161:7515";"2";"48,75562";"11,34461";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"359";"S";"de:09161:7516";"de:09161:7516";"Gerolfing, Schule";"48,75173";"11,34343";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"360";"Q";"de:09161:7516:0:1";"de:09161:7516";"99";"48,75174";"11,34342";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"361";"S";"de:09161:7517";"de:09161:7517";"Gerolfing, Dünzlauer Straße";"48,75398";"11,34479";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"362";"Q";"de:09161:7517:0:1";"de:09161:7517";"1";"48,75402";"11,34462";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"363";"Q";"de:09161:7517:0:2";"de:09161:7517";"2";"48,75396";"11,34497";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"364";"S";"de:09161:7518";"de:09161:7518";"Gerolfing, Eichenwaldstraße";"48,75387";"11,34724";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"365";"Q";"de:09161:7518:0:1";"de:09161:7518";"1";"48,75396";"11,34679";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"366";"Q";"de:09161:7518:0:2";"de:09161:7518";"2";"48,75379";"11,34773";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"367";"S";"de:09161:7519";"de:09161:7519";"Gerolfing, Schwanenstraße";"48,75563";"11,34878";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"368";"Q";"de:09161:7519:0:1";"de:09161:7519";"1";"48,75528";"11,34869";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"369";"Q";"de:09161:7519:0:2";"de:09161:7519";"2";"48,75597";"11,34885";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"370";"Q";"de:09161:7519:0:20";"de:09161:7519";"20";"48,75732";"11,34923";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"371";"Q";"de:09161:7519:0:40";"de:09161:7519";"40";"48,75563";"11,34879";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"372";"S";"de:09161:7520";"de:09161:7520";"Gerolfing, Kornstraße";"48,75903";"11,34618";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"373";"Q";"de:09161:7520:0:1";"de:09161:7520";"1";"48,75911";"11,34621";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"374";"Q";"de:09161:7520:0:2";"de:09161:7520";"2";"48,75897";"11,34614";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"375";"S";"de:09161:7521";"de:09161:7521";"IN, Scherzerstraße";"48,77307";"11,41721";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"376";"Q";"de:09161:7521:0:1";"de:09161:7521";"1";"48,77316";"11,41722";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"377";"Q";"de:09161:7521:0:2";"de:09161:7521";"2";"48,773";"11,41722";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"378";"S";"de:09161:7525";"de:09161:7525";"IN, Audi-Tradition";"48,78527";"11,39794";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"379";"Q";"de:09161:7525:0:1";"de:09161:7525";"1";"48,78487";"11,39819";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"380";"Q";"de:09161:7525:0:2";"de:09161:7525";"2";"48,78574";"11,39765";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"381";"S";"de:09161:7526";"de:09161:7526";"IN, Audi-GVZ Halle H";"48,78333";"11,3996";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"382";"Q";"de:09161:7526:0:1";"de:09161:7526";"1";"48,78333";"11,39966";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"383";"Q";"de:09161:7526:0:2";"de:09161:7526";"2";"48,78334";"11,3995";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"384";"S";"de:09161:7527";"de:09161:7527";"IN, Audi-GVZ Halle G";"48,78197";"11,40246";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"385";"Q";"de:09161:7527:0:1";"de:09161:7527";"1";"48,78188";"11,40269";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"386";"Q";"de:09161:7527:0:2";"de:09161:7527";"2";"48,78208";"11,40222";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"387";"S";"de:09161:7528";"de:09161:7528";"IN, Audi-GVZ";"48,78524";"11,40771";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"388";"Q";"de:09161:7528:0:1";"de:09161:7528";"1";"48,78483";"11,40715";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"389";"Q";"de:09161:7528:0:2";"de:09161:7528";"2";"48,78565";"11,40822";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"390";"S";"de:09161:7531";"de:09161:7531";"IN, Stadttheater";"48,76323";"11,43083";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"391";"Q";"de:09161:688:0:3";"de:09161:7531";"3";"48,76322";"11,43081";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"392";"Q";"de:09161:688:0:4";"de:09161:7531";"4";"48,76335";"11,43104";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"393";"Q";"de:09161:7531:0:1";"de:09161:7531";"1";"48,76316";"11,43073";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"394";"Q";"de:09161:7531:0:2";"de:09161:7531";"2";"48,76329";"11,43089";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"395";"S";"de:09161:7533";"de:09161:7533";"IN, Technische Hochschule";"48,76644";"11,43169";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"396";"Q";"de:09161:7533:0:1";"de:09161:7533";"1";"48,76662";"11,43167";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"397";"Q";"de:09161:7533:0:2";"de:09161:7533";"2";"48,76626";"11,43176";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"398";"Q";"de:09161:7533:0:4";"de:09161:7533";"4";"48,76643";"11,43169";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"399";"S";"de:09161:7534";"de:09161:7534";"Ingolstadt, Nordbahnhof Ost";"48,7734";"11,43376";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"400";"Q";"de:09161:7534:0:1";"de:09161:7534";"1";"48,77337";"11,43383";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 1";"BEG";"-";"-";"-"
"401";"Q";"de:09161:7534:0:2";"de:09161:7534";"2";"48,77337";"11,43373";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 2";"BEG";"-";"-";"-"
"402";"S";"de:09161:7535";"de:09161:7535";"IN, Wielandstraße";"48,77702";"11,43442";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"403";"Q";"de:09161:7535:0:1";"de:09161:7535";"1";"48,77702";"11,43436";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"404";"Q";"de:09161:7535:0:2";"de:09161:7535";"2";"48,77703";"11,43445";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"405";"S";"de:09161:7536";"de:09161:7536";"IN, Nobelstraße";"48,78495";"11,44244";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"406";"Q";"de:09161:7536:0:1";"de:09161:7536";"1";"48,78477";"11,44178";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"407";"Q";"de:09161:7536:0:2";"de:09161:7536";"2";"48,78518";"11,443";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"408";"S";"de:09161:7537";"de:09161:7537";"IN, Röntgenstraße";"48,78666";"11,4471";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"409";"Q";"de:09161:7537:0:1";"de:09161:7537";"1";"48,78677";"11,44708";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"410";"Q";"de:09161:7537:0:2";"de:09161:7537";"2";"48,78654";"11,4471";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"411";"S";"de:09161:7538";"de:09161:7538";"Oberhaunstadt, Friedhof";"48,78904";"11,44269";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"412";"Q";"de:09161:7538:0:1";"de:09161:7538";"1";"48,78894";"11,44324";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"413";"Q";"de:09161:7538:0:2";"de:09161:7538";"2";"48,78914";"11,44213";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"414";"S";"de:09161:7539";"de:09161:7539";"IN, Hegnenbergstraße";"48,79499";"11,44325";"09161000";"Ingolstadt";"";"";"Unserved";"InOrder";"";"BEG";"-";"";""
"415";"Q";"de:09161:7539:0:1";"de:09161:7539";"99";"48,79458";"11,44327";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"416";"Q";"de:09161:7539:0:20";"de:09161:7539";"20";"48,79539";"11,44323";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"417";"S";"de:09161:754";"de:09161:754";"IN, Weicheringer Straße";"48,71429";"11,40635";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"418";"Q";"de:09161:754:0:1";"de:09161:754";"1";"48,71419";"11,40683";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"419";"Q";"de:09161:754:0:10";"de:09161:754";"10";"48,71399";"11,40824";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"420";"Q";"de:09161:754:0:2";"de:09161:754";"2";"48,71437";"11,40588";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"421";"Q";"de:09161:754:0:20";"de:09161:754";"20";"48,71399";"11,40824";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"422";"S";"de:09161:7540";"de:09161:7540";"IN, Lindberghstraße";"48,74757";"11,42829";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"423";"Q";"de:09161:7540:0:1";"de:09161:7540";"1";"48,74755";"11,42824";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"424";"Q";"de:09161:7540:0:2";"de:09161:7540";"2";"48,74758";"11,42831";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"425";"S";"de:09161:7541";"de:09161:7541";"IN, Schulzentrum SW/Gustav-Adolf-Str.";"48,74533";"11,42406";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"426";"Q";"de:09161:660:0:10";"de:09161:7541";"10";"48,7447";"11,42423";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"427";"Q";"de:09161:660:0:12";"de:09161:7541";"12";"48,74488";"11,42416";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"428";"Q";"de:09161:660:0:14";"de:09161:7541";"14";"48,74508";"11,42411";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"429";"Q";"de:09161:660:0:16";"de:09161:7541";"16";"48,74525";"11,42406";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"430";"Q";"de:09161:660:0:18";"de:09161:7541";"18";"48,74364";"11,4246";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"431";"Q";"de:09161:660:0:20";"de:09161:7541";"20";"48,74638";"11,42374";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"432";"Q";"de:09161:660:0:4";"de:09161:7541";"4";"48,74418";"11,42437";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"433";"Q";"de:09161:660:0:6";"de:09161:7541";"6";"48,74432";"11,42431";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"434";"Q";"de:09161:660:0:8";"de:09161:7541";"8";"48,74451";"11,42423";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"435";"Q";"de:09161:7541:0:2";"de:09161:7541";"2";"48,74401";"11,4244";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"436";"S";"de:09161:7544";"de:09161:7544";"IN, Audi-Tor 10";"48,78631";"11,40785";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"437";"Q";"de:09161:7544:0:1";"de:09161:7544";"1";"48,7866";"11,4073";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"438";"Q";"de:09161:7544:0:2";"de:09161:7544";"2";"48,7867";"11,40701";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"439";"Q";"de:09161:7544:0:3";"de:09161:7544";"3";"48,78564";"11,40961";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"440";"Q";"de:09161:7544:0:4";"de:09161:7544";"4";"48,78566";"11,40932";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"441";"S";"de:09161:7545";"de:09161:7545";"IN, Audi-Forum";"48,78344";"11,41229";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"442";"Q";"de:09161:7545:0:1";"de:09161:7545";"2";"48,7836";"11,41261";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"443";"Q";"de:09161:7545:0:10";"de:09161:7545";"10";"48,78286";"11,41329";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"444";"Q";"de:09161:7545:0:2";"de:09161:7545";"1";"48,78372";"11,41246";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"445";"Q";"de:09161:7545:0:20";"de:09161:7545";"20";"48,78406";"11,41201";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"446";"Q";"de:09161:7545:0:3";"de:09161:7545";"3";"48,783";"11,41158";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
